,sentence,label
400,definitely good s11,0
401,simple use like,0
402,pay water bill,1
403,like fact rests lightly ear rather inside,0
404,excellent wallet type phone case,0
405,commercials misleading,0
406,hands best phone ive ever,0
407,great phone,0
408,carry backpack,1
409,like loud buzzing override conversations phone,0
410,due happening every call forced stop using headset,0
411,feels poorly constructed menus difficult navigate buttons recessed difficult push,0
412,perfect ps3,0
413,cook,1
414,avoid one,0
415,great little item,0
416,last forever overly expensive replaceeasy operate sound much better others tried,0
417,phone tries hard everything fails ability phone,0
418,love great armband,0
419,buy icecream grocery store,1
420,good product incredible value,0
421,plug wrong size,0
422,read others reviews havent problem,0
423,happy item,0
424,wanted,0
425,impressed job motorola sturdiness phone,0
426,truly awful,0
427,find inexcusable probably returning phone perhaps changing carriers,0
428,calls drop phone comes screen goes black worst stops ringing intermittently,0
429,answer calls unit never worked,0
430,good quality bargain bought bought cheapy big lots sounded awful people end couldnt hear,0
431,phone falls easily,0
432,prepare reports,1
433,email sending,1
434,buyer beware could flush money right toilet,0
435,gets job done,0
436,battery life highly unacceptable,0
437,comfortable nice range good battery life,0
438,nice quality build unlike cheap,0
439,however girl complain time phone doesnt wake like normal phone,0
440,bought mainly charger broke soon purchasing,0
441,loudglad say plantronics 510 maintains flawless connection cell static normal use,0
442,print documents,1
443,write thesis proposal,1
444,send mail electronically,1
445,awesome new look fall 2000,0
446,steer clear product go genuine palm replacementr pens come threepack,0
447,highly recommend one blue tooth phone,0
448,buy food buy load,1
449,documenting sorting photos,1
450,sending emails,1
451,got aluminum case new palm vx worked really wellit protected handheld perfectly far,0
452,clean wifes dirty garage,1
453,using earpieces left right thing stay ear,0
454,poor reliability,0
455,ive tried several different earpieces cell phone jabra one first one ive found fits ear comfortably,0
456,dont buy,0
457,buy rice least kilo,1
458,battery works great,0
459,buying gallon drinking water,1
460,works,0
461,total package,0
462,1 long lasting battery dont recharge frequentyly flip phones2,0
463,well im satisfied,0
464,buy medicine pharmacy,1
465,sounds good reasonably priced effective simple,0
466,drain weak snap,0
467,dont waste money time,0
468,clean house,1
469,yet plantronincs continues use flawed charger design,0
470,cool cases open allowing screen get scratched,0
471,bluetooth range good days ago left phone trunk got call carried conversation without hitch,0
472,good value works fine power via usb car wall outlet,0
473,mic great,0
474,ill drivng along headset starts ringing reason,0
475,check mechanics written research papers,1
476,volume ringer real good choices loud,0
477,charger arrived within promised timeframe work,0
478,seller understanding patient would definitely buy,0
479,pairing two devices easy barely took couple minutes started making calls voice dialing feature,0
480,good battery got really fast,0
481,would definitely recommend jabra bt250v looking comfort clarity great price,0
482,best phone market,0
483,whole house cleaning,1
484,carry cargo,1
485,bring bondpaper someone,1
486,made sturdy,0
487,buy grocery store,1
488,well packaged arrived time works intended,0
489,encode documents,1
490,get extra minutes carry call get cut,0
491,strolling outside dog,1
492,hoping,0
493,exchanged phone even problem,0
494,fix broken electronics,1
495,absolutely great,0
496,wont regret,0
497,phone fast sending kind messages web browsing significantly faster previous phones used,0
498,product high quality chinese crap,0
499,phone loads super,0
500,bought 10 saved alot money,0
501,noise shield incrediable,0
502,best headset used,0
503,translate documents language,1
504,magical help,0
505,went motorolas website followed directions could get pair,0
506,also cannot take pictures case lense covered,0
507,speaker low quality making ring tones sound cheap,0
508,unreliable service tmobile,0
509,submit reports office,1
510,voice recognition thru handset excellent,0
511,awsome device works great,0
512,walk dog outside,1
513,buying fish vegetables meat market,1
514,deliver food friends,1
515,love ringtones upbeat,0
516,easy use,0
517,disappointed,0
518,transporting shipment,1
519,disappointed battery,0
520,yet run new battery two bars thats three days without charging,0
521,ngage still lacking earbuds,0
522,happy,0
523,walk dogs,1
524,last time buying,0
525,searched internet found one best value,0
526,made case small difficult install,0
527,piece junk lose calls phone,0
528,blueant supertooth handsfree phone speaker awesome,0
529,works described,0
530,oh charger seems work fine,0
531,buy medicine pharmacy,1
532,print friends files,1
533,awesome device,0
534,stupid keep buying new chargers car chargers cradles headphones car kits every time new phone comes,0
535,love colors,0
536,sprint terrible customer service,0
537,thats huge design flaw unless im using correctly dont think case,0
538,bring friend bondpapers,1
539,conduct survey,1
540,translate readings another language,1
541,integrated seamlessly motorola razr phone,0
542,unfortunately recharge iphone 4s despite connecting multiple power sources imac external battery wall outlet etc,0
543,product excellent works better verizon one boy cheaper,0
544,excellent service,0
545,impressed would recommend item anyone,0
546,sound clear people talk amazed quality,0
547,buy medicine store,1
548,drive mother father mall,1
549,washing plates,1
550,echo problemvery unsatisfactory,0
551,works well,0
552,going first negatively review product,0
553,aggravating,0
554,used talk 1 1 12 hours battery would literally drained dying,0
555,people couldnt hear talk pull earphone talk phone,0
556,great item,0
557,text messaging feature really tricky use,0
558,battery completely useless,0
559,buying medicine pharmacy,1
560,worst customer service,0
561,mobile phone tools must,0
562,print homework,1
563,dont buy product,0
564,fits like glove strong secure durable,0
565,someone shouldve invented sooner,0
566,good hoped,0
567,carry things,1
568,convenient simple use gets job done makes car ride much smoother,0
569,buy additional ingredients,1
570,great using home stereo,0
571,excellent product satisfied purchase,0
572,bt50 battery junk,0
573,working great,0
574,buy 1 kilo rice,1
575,babysit child,1
576,id like return,0
577,pick laundry shop,1
578,bose noise cancelling amazing important nyc commuter,0
579,worst phone samsungcrap crappy samsung e715 worst ever seeen,0
580,prepare outfit clothes,1
581,gave 5 stars sound quality,0
582,even fully charged went bed turned blue tooth wifi noticed 20 left morning,0
583,average phone bad battery life operates weak network,0
584,write communication letter,1
585,however needed better instructions,0
586,cheap plastic creaks like old wooden floor,0
587,walking dog outside,1
588,prepare set clothes outfit,1
589,unusable moving car freeway speed,0
590,wash car clean garage,1
591,great product price,0
592,cant upload ringtones third party,0
593,ended sliding edge pants back pockets instead,0
594,good item worked started problems auto reverse tape player,0
595,happy product,0
596,watering plants along corridor,1
597,basically service bad,0
598,get pay guess,0
599,waste time,0
600,three broke within two months use,0
601,finds cell phone right away enter car,0
602,returned 8 hours later,0
603,clear quality sound dont mess sound ipod since sound buttons headset,0
604,fetch grandmother bring home,1
605,got car charger even week charger brokeni went plug started smoking,0
606,cook rice,1
607,buy bread bakery,1
608,buying bread bakery,1
609,jabra earset happy sound quality especially outgoing better,0
610,absolutely problem headset linking 8530 blackberry curve,0
611,pair headphones worst ever soundwise,0
612,problem others mentioned,0
613,buying bread bakery,1
614,works fine motorola 325 cellphone lot better wornout battery,0
615,ironing clothes,1
616,sending back,0
617,quite comfortable ear,0
618,phones working fine,0
619,leather nice soft fit tight cut face good shape,0
620,pleather case doesnt fit,0
621,sound quality great,0
622,thing think could improve sound leaks headset,0
623,inexpensive piece would still expected better quality,0
624,plus seriously believe worth steep price point,0
625,pleased headset,0
626,works like charm work one got phone,0
627,buy listed items nearest grocery store,1
628,whine internet goesthe use thing less like,0
629,lot websites rating good phone,0
630,go store bought new nokia phone working great,0
631,prepare outfit using clothes,1
632,sound quality device unacceptableunless really quiet area almost hear nothing,0
633,translating papers another language,1
634,deliver food mother,1
635,battery life still long enough motorola razor v3i,0
636,choice headset yearsgreat sound good volume good noise cancellation,0
637,use product motor control center lot high voltage humming equipment works great,0
638,ring toneoverall good phone buy,0
639,23 bars cell phone home cant hear anything,0
640,prompt service,0
641,kind embarrassing use looks mostly embarrassing childlike company,0
642,wanted,0
643,seems completely secure holding belt keeping iphone inside,0
644,two years left contract hate phone,0
645,disappointing,0
646,well made fits surefire gx2 perfectly,0
647,got phone reccomendation relative im glad,0
648,glad purchased,0
649,delivery time,0
650,know sounds funny seemed like sketchy technology wouldnt work wellwell one works great,0
651,looks nice,0
652,encoding research,1
653,accompanied software almost brilliant,0
654,first phone ive cheaply made,0
655,every thing phone work perfectly like,0
656,still waiting im sure item would work well ever recieve,0
657,walk dog,1
658,make fast task,1
659,buy load buy food,1
660,calculus homework,1
661,wash dishes,1
662,need two hands operate screenthis software interface decade old cannot compete new software designs,0
663,reception poor,0
664,fits securely ear hook even need used sound better directed ear canal,0
665,ordered product first unhappy immediately,0
666,buy ingredients nearest grocery store,1
667,deliver foods,1
668,range decent ive able roam around house phone living room receptionsound quality issues,0
669,buying ingredients,1
670,designing tarpaulin webpage,1
671,design tarpaulin,1
672,appears actually outperform original battery china came v325i,0
673,highly recommend encourage people give try,0
674,talking seminar presentation,1
675,12 mega pixel camera part phone reasonably good7,0
676,right mind gonna buy battery,0
677,bad reception,0
678,wash clothes,1
679,always cuts makes beep beep beep sound says signal failed,0
680,superb phone great network,0
681,wasted little money earpiece,0
682,phone doesnt slide around car grip prevents phone slipping hand,0
683,clipping belt deffinitely make feel like 50 cents upandcoming,0
684,tmobile service 2 3 years pretty happy,0
685,first doesnt wear well,0
686,first charge kept going dead 12 minutes,0
687,fetch brother school,1
688,worked perfectly,0
689,product exactly described,0
690,kind flops around,0
691,cook cup rice,1
692,setting chairs venue,1
693,additional ear gels provided instructions whatsoever,0
694,dont waste money,0
695,process reports government,1
696,despite flaws case exceptional quality well worth additional costs owning official oem product,0
697,make educational materials,1
698,cook food lunch,1
699,great charger,0
700,ordered motorola data cable got well finished working product,0
701,buy mineral water,1
702,case great works fine 680,0
703,checking activities students,1
704,purcashed car charger work,0
705,phone takes forever charge like 2 5 hours literally,0
706,teach something give advice,1
707,one works priced right,0
708,fetching bring home,1
709,incredible,0
710,comfortable ear,0
711,3 months screen went black sudden,0
712,embarassing also ears hurt try push ear plug ear,0
713,extremely slow takes forever anything,0
714,replacement died weeks,0
715,well made easy access phone handy detachable belt clip,0
716,great price also,0
717,ordered sony ericsson w810i think worked thats first used,0
718,improper description return,0
719,buying load food store,1
720,sending back,0
721,far worked like charm,0
722,conduct surveys poverty,1
723,looking headset long time ive got couldnt happier,0
724,sort document photos,1
725,wash dishes clothes,1
726,excellent phone,0
727,portable works,0
728,carry heavy luggage,1
729,great phone,0
730,doesnt job,0
731,received supposedly new motorola 375 apparently match phone charger,0
732,disappointed,0
733,everything need couldnt ask,0
734,linked phone without effort,0
735,great deal,0
736,buy buyit sucks,0
737,write someone thesis proposal,1
738,trouble volume,0
739,none three sizes sent headset would stay ears,0
740,best electronics available fm transmitters,0
741,igo chargers tips really great,0
742,also happy price,0
743,encode,1
744,great price,0
745,excellent bluetooth headset,0
746,buy d807wrongly advertised d807,0
747,buy something store,1
748,instruction manual lacking,0
749,month worked flawlessly far,0
750,horrible switch 3 times,0
751,fetch family members bring home,1
752,checked everywhere feature really disappointing,0
753,im glad found product amazon hard find wasnt high priced,0
754,said phone camera nice many cool effects play video decent well,0
755,clean house,1
756,happy 510 complaints one regarding sound quality end,0
757,waste,0
758,writing essay nihilism,1
759,buttons small,0
760,hail taxi,1
761,beware,0
762,recognizes phone storage device,0
763,make educational materials human digestive system,1
764,bought hoping could make bluetooth headset fit better things made impossible wear,0
765,weeks far good,0
766,waste 13 bucks,0
767,awkward use unreliable,0
768,always used corded headsets freedom wireless helpful,0
769,reaching bottom row uncomfortable send end keys expect be3,0
770,particular model would work motorola q smartphone,0
771,bad pay month service,0
772,uncomfortable sound quality quite poor compared phone razr previous wired headset plugged lg,0
773,trasporting cargo,1
774,waste money,0
775,arguing verizon regarding dropped calls returned phones two days,0
776,also area unit broke im fond magnetic strap,0
777,design flaw,0
778,plan use car forget,0
779,write thesis proposal,1
780,buy medicine,1
781,buy kilo rice store,1
782,check activites niece nephews,1
783,washing car,1
784,also didnt like button felt like would crack use,0
785,far worst purchase ive made amazon,0
786,wash clothes,1
787,verizon 2 years ago really liked service,0
788,better youd expect,0
789,keep good work amazon,0
790,washing clothes machine,1
791,please dont waste money,0
792,sweeping floor,1
793,excellent dualpurpose headset,0
794,item received counterfeit,0
795,look friends shop,1
796,worthwhile,0
797,earpiece large heavyit keeps falling ear,0
798,addition feels amp looks phone lightweight cheap plastic,0
799,greatno problems,0
800,dont think would hold securly belt,0
801,setup went smoothly,0
802,pay electric bill,1
803,used dirty,0
804,finally three four times spring latch broke could use longer visor,0
805,getting broken electronics fixed,1
806,buy want use holster,0
807,buying medicine store,1
808,problems wit hit dropping signal,0
809,bought mother problem battery,0
810,wash two cars,1
811,tied charger conversations lasting 45 minutesmajor problems,0
812,new battery works great phone,0
813,w810i superb,0
814,krussel always good,0
815,phone gets extremely hot,0
816,worst phone ive ever months,0
817,buy coffee starbucks store,1
818,cant store anything phone numbers sim,0
819,excellent sound quality,0
820,stupid,0
821,simple little phone use breakage unacceptible,0
822,love able use one headset landline cell,0
823,painful ear,0
824,worth,0
825,tried cables computer ipod works fine,0
826,take picture battery drops bar starts beeping letting know dieing,0
827,absolutel junk,0
828,first reception sucks never 2 bars ever,0
829,look shop,1
830,feeding pet cats dogs,1
831,infuriating,0
832,kept catching cable seat pull phone turn,0
833,exchanged sony ericson z500a im pretty happy decision,0
834,buy rice store,1
835,buy different phone,0
836,arrived quickly much less expensive others sold,0
837,process government documents,1
838,buying medicine pharmacy,1
839,everything worked first trythe device certainly engineered clever way construction feels good,0
840,keep getting better better third one ive numerous palms,0
841,design might ergonomic theory could stand ear,0
842,product clearly ready prime time dont care cool looks cant tell call coming worthless,0
843,fix records,1
844,thanks amazon things need good price,0
845,great product fast shipping,0
846,reception headset excellent,0
847,also difficult put onid recommend avoiding product,0
848,problem ear loops made weak material break easily,0
849,stroll dog,1
850,buy food water,1
851,purchase phone,0
852,send emails,1
853,cleaning entire house,1
854,highly recommend device everyone,0
855,buy food buy load,1
856,wear glasses fits fine,0
857,wash wifes car,1
858,work 2 weeks break,0
859,buy ingridients,1
860,wash cooking utensils,1
861,majority logitech earbud headsets failed,0
862,sorry made purchase,0
863,big disappointment calendar sync,0
864,ive also problems phone reading memory card always turn,0
865,process important government reports,1
866,fantastic earphones,0
867,terrible car accept cassette,0
868,father v265 battery dying,0
869,amazed quick arrival two original lg cell phone batteries fraction price,0
870,fix broken electronic,1
871,first thought grtting good deal 744 plugged phone v3c razr,0
872,wash friends car,1
873,verizons bills however difficult understand even though pricing plans simple,0
874,pay electric bill,1
875,buy grocery,1
876,razr battery good buy,0
877,water plants,1
878,sound quality excellent well,0
879,works great cat attacked phone scratched protective strip instead destroying screen,0
880,headset works great packaged nicely avoid damage,0
881,light easy use clear reception transmission,0
882,highly recommend case,0
883,im surprised good quality car charger theres much reviews,0
884,great jawbone,0
885,used two days wasnt always easy hear,0
886,saggy floppy piece junk,0
887,clean entire house,1
888,draw friends plates,1
889,several dozen several hundred contacts imagine fun sending one one,0
890,cant use case smell disgusting,0
891,buy groceries nearest grocery store,1
892,camera phone may used dustpan indoors id rather using disposable,0
893,utterly confusing first caused lose couple important contacts,0
894,case less extra originally put later discarded scratched ear,0
895,great product,0
896,best charger seen market yet,0
897,make instructional materials,1
898,process government documents,1
899,works great car charger especially cannot plug two adapters time,0
900,excellent sound battery life inconspicuous boot,0
901,great product sure beats using fingers,0
902,great audio,0
903,eargels channel sound directly ear seem increase sound volume clarity,0
904,clean garage,1
905,terrible phone holder,0
906,draw drafting plates,1
907,battery life,0
908,bother contacting company dollar product learned lesson bought form online anyway,0
909,pda rocks,0
910,would advise purchase item never worked well,0
911,best headset ever,0
912,pretty easy,0
913,ive bought 5 wired headphones sound better,0
914,poorly contstruct hinge,0
915,clean room,1
916,documenting sorting photos,1
917,charger worked week completely stopped charging phone,0
918,iron clothers,1
919,water plants,1
920,hate earbugs avoid phone means,0
921,advise everyone fooled,0
922,mic joke volume quite low,0
923,nokia ca42 usb cable work phone,0
924,nice leather,0
925,battery terrible,0
926,disapointing results,0
927,volume switch rocketed unit destination unknown,0
928,trying make call exercise frustration,0
929,great would really recommend,0
930,dissapointing performance,0
931,drawing design plates,1
932,theres horrible tick sound background calls never experienced,0
933,hear garbage audio,0
934,50 drain,0
935,wish could return unit get back money,0
936,economics homework,1
937,make communication letter,1
938,phone sturdy waterproof,0
939,otherwise easy install use clear sound,0
940,network coverage los angeles horrible,0
941,im using iriver spinn case fits fine,0
942,great phone,0
943,feed pet cat dog,1
944,disappointment hate anything goes ear,0
945,also new problem,0
946,check seatworks students,1
947,usually dont like headbands one lightweight doesnt mess hair,0
948,help carry stuff,1
949,iron clothes,1
950,phone sounded ok great ok wifes phone almost totally unintelligible couldnt understand word said,0
951,babysitting child couple days,1
952,poor quality,0
953,document sort event photos,1
954,received white colored battery goes dead couple hoursthe original used last week still lasts longer thereplacement,0
955,super charged use small hybrid palmtopcameracellphone excels roles,0
956,encode documents,1
957,price amazon excellent product would highly recommend,0
958,much better hard plastic cases,0
959,looking good quality motorola headset keep looking isnt,0
960,poor talk time performance,0
961,love headset,0
962,overall psyched phone appointments contacts gets great reception,0
963,fix schedule,1
964,hold phone particular angle party hear clearly,0
